date,obcina,avg_temp_c,min_temp_c,max_temp_c,precip_mm,snowfall_cm,cloud_cover_pct,visibility_m,sunshine_duration_sec,sunny,rainy,snowy,icy,frost,fog,weather_label
2026-03-29,Duplek,8.3,6.2,11.6,0.0,0.0,95,,21188.45,0,0,0,0,0,0,cloudy_or_mixed
2026-03-29,Gorenja vas-Poljane,6.5,3.7,10.9,0.0,0.0,55,,36859.88,1,0,0,0,0,0,sunny
2026-03-29,Gorišnica,8.1,6.1,11.7,0.0,0.0,100,,13330.17,0,0,0,0,0,0,cloudy_or_mixed
2026-03-29,Gorje,-1.2,-4.2,3.4,0.0,0.0,60,,41208.07,1,0,0,0,1,0,sunny
2026-03-29,Gornja Radgona,8.1,6.2,11.6,0.0,0.0,97,,16683.82,0,0,0,0,0,0,cloudy_or_mixed
2026-03-29,Gornji Grad,7.2,3.9,12.4,0.0,0.0,64,,29995.21,1,0,0,0,0,0,sunny
2026-03-29,Gornji Petrovci,7.3,4.9,10.9,0.3,0.14,97,,14157.36,0,1,1,0,0,0,snowy
2026-03-29,Grad,7.6,4.8,11.4,0.4,0.07,97,,14281.01,0,1,1,0,0,0,snowy
2026-03-29,Grosuplje,8.5,4.9,14.0,0.0,0.0,84,,27671.14,1,0,0,0,0,0,sunny
2026-03-29,Hajdina,7.9,5.8,11.4,0.0,0.0,100,,15563.16,0,0,0,0,0,0,cloudy_or_mixed
2026-03-29,Hoce-Slivnica,7.7,5.6,11.1,0.1,0.0,93,,24916.27,1,1,0,0,0,0,rainy
2026-03-29,Hodoš,7.2,4.6,10.4,0.5,0.0,97,,18729.89,0,1,0,0,0,0,rainy
2026-03-29,Horjul,9.0,6.2,13.4,0.0,0.0,58,,36223.61,1,0,0,0,0,0,sunny
2026-03-29,Hrastnik,7.2,4.8,11.2,0.0,0.0,87,,29201.37,1,0,0,0,0,0,sunny
2026-03-29,Hrpelje-Kozina,7.8,4.5,12.4,0.0,0.0,57,,36560.49,1,0,0,0,0,0,sunny
2026-03-29,Idrija,5.6,1.8,10.6,0.0,0.0,56,,35534.32,1,0,0,0,0,0,sunny
2026-03-29,Ig,7.3,3.4,12.9,0.0,0.0,75,,29161.0,1,0,0,0,0,0,sunny
2026-03-29,Ilirska Bistrica,5.1,0.1,10.4,0.0,0.0,62,,36277.82,1,0,0,0,0,0,sunny
2026-03-29,Ivancna Gorica,8.3,5.2,13.2,0.0,0.0,87,,26726.52,1,0,0,0,0,0,sunny
2026-03-29,Izola,12.0,8.9,14.6,0.0,0.0,57,,22139.74,1,0,0,0,0,0,sunny
2026-03-29,Jesenice,2.7,-1.1,7.8,0.0,0.0,58,,37918.36,1,0,0,0,1,0,sunny
2026-03-29,Jezersko,3.8,0.2,8.6,0.0,0.0,60,,36604.98,1,0,0,0,0,0,sunny
2026-03-29,Juršinci,8.2,6.2,11.9,0.0,0.0,100,,13439.06,0,0,0,0,0,0,cloudy_or_mixed
2026-03-29,Kamnik,4.6,1.3,9.4,0.0,0.0,63,,37609.26,1,0,0,0,0,0,sunny
2026-03-29,Kanal,8.7,3.2,14.8,0.0,0.0,62,,25860.39,1,0,0,0,0,0,sunny
2026-03-29,Kidricevo,8.3,6.2,11.5,0.0,0.0,95,,22772.6,1,0,0,0,0,0,sunny
2026-03-29,Kobarid,7.7,4.1,12.6,0.0,0.0,75,,34933.78,1,0,0,0,0,0,sunny
2026-03-29,Kobilje,8.2,5.9,11.2,0.4,0.0,94,,28451.66,1,1,0,0,0,0,rainy
2026-03-29,Kocevje,5.7,1.5,10.6,0.0,0.0,98,,8667.26,0,0,0,0,0,0,cloudy_or_mixed
2026-03-29,Komen,9.4,4.6,16.1,0.0,0.0,57,,25524.49,1,0,0,0,0,0,sunny
2026-03-29,Komenda,7.2,3.1,12.8,0.0,0.0,64,,31556.65,1,0,0,0,0,0,sunny
2026-03-29,Koper,10.0,5.5,14.6,0.0,0.0,52,,28905.34,1,0,0,0,0,0,sunny
2026-03-29,Kostanjevica,8.8,5.2,13.5,0.0,0.0,97,,22101.05,1,0,0,0,0,0,sunny
2026-03-29,Kostel,2.9,-0.7,7.7,0.1,0.0,100,,12948.95,0,1,0,0,1,0,rainy
2026-03-29,Kozje,7.7,5.3,11.2,0.0,0.0,93,,21973.11,1,0,0,0,0,0,sunny
2026-03-29,Kranj,7.4,3.9,12.4,0.0,0.0,69,,30034.12,1,0,0,0,0,0,sunny
2026-03-29,Kranjska Gora,-0.8,-5.3,4.1,0.0,0.0,50,,42408.84,1,0,0,0,1,0,sunny
2026-03-29,Križevci,8.1,6.2,11.6,0.0,0.0,98,,16070.61,0,0,0,0,0,0,cloudy_or_mixed
2026-03-29,Krško,8.2,4.6,13.1,0.0,0.0,96,,20711.47,0,0,0,0,0,0,cloudy_or_mixed
2026-03-29,Kungota,7.4,5.2,11.0,0.0,0.0,92,,16700.87,0,0,0,0,0,0,cloudy_or_mixed
2026-03-29,Kuzma,7.2,5.2,11.1,0.1,0.07,96,,15435.76,0,1,1,0,0,0,snowy
2026-03-29,Laško,7.1,4.3,11.8,0.0,0.0,90,,26719.58,1,0,0,0,0,0,sunny
2026-03-29,Lenart,8.3,6.1,11.8,0.0,0.0,95,,17408.1,0,0,0,0,0,0,cloudy_or_mixed
2026-03-29,Lendava,7.8,5.5,10.4,1.0,0.0,97,,28265.38,1,1,0,0,0,0,rainy
2026-03-29,Litija,7.5,4.8,11.9,0.0,0.0,72,,28800.0,1,0,0,0,0,0,sunny
2026-03-29,Ljubljana,8.0,4.1,14.1,0.0,0.0,66,,29204.43,1,0,0,0,0,0,sunny
2026-03-29,Ljubno,4.6,1.6,9.1,0.0,0.0,73,,41940.1,1,0,0,0,0,0,sunny
2026-03-29,Ljutomer,8.4,6.4,11.9,0.4,0.0,99,,18207.12,0,1,0,0,0,0,rainy
2026-03-29,Log-Dragomer,8.9,5.4,14.0,0.0,0.0,63,,31453.49,1,0,0,0,0,0,sunny
2026-03-29,Logatec,6.8,3.5,11.8,0.0,0.0,58,,37167.91,1,0,0,0,0,0,sunny
2026-03-29,Lovrenc na Pohorju,5.1,2.0,9.3,0.0,0.07,94,,26128.36,1,0,1,0,0,0,snowy
2026-03-29,Loška dolina,4.3,0.2,9.0,0.0,0.0,88,,20146.33,0,0,0,0,0,0,cloudy_or_mixed
2026-03-29,Loški Potok,3.8,0.4,8.0,0.1,0.0,95,,12264.52,0,1,0,0,0,0,rainy
2026-03-29,Luce,4.4,1.1,9.4,0.0,0.0,66,,38164.2,1,0,0,0,0,0,sunny
2026-03-29,Lukovica,5.9,2.6,11.0,0.0,0.0,64,,29995.21,1,0,0,0,0,0,sunny
2026-03-29,Majšperk,7.3,5.3,10.6,0.0,0.0,99,,17903.64,0,0,0,0,0,0,cloudy_or_mixed
2026-03-29,Makole,7.5,5.2,10.8,0.0,0.0,93,,23349.26,1,0,0,0,0,0,sunny
2026-03-29,Maribor,7.9,5.8,11.4,0.0,0.0,93,,22697.01,1,0,0,0,0,0,sunny
2026-03-29,Markovci,7.9,5.8,11.6,0.0,0.0,100,,12425.78,0,0,0,0,0,0,cloudy_or_mixed
2026-03-29,Medvode,7.7,4.1,12.4,0.0,0.0,67,,29840.47,1,0,0,0,0,0,sunny
2026-03-29,Mengeš,7.6,3.7,13.8,0.0,0.0,62,,30738.9,1,0,0,0,0,0,sunny
2026-03-29,Metlika,8.0,4.7,12.2,0.0,0.0,98,,17333.5,0,0,0,0,0,0,cloudy_or_mixed
2026-03-29,Mežica,6.6,3.7,10.9,0.0,0.0,90,,36036.47,1,0,0,0,0,0,sunny
2026-03-29,Miklavž na Dravskem polju,8.3,6.2,11.6,0.0,0.0,95,,21188.45,0,0,0,0,0,0,cloudy_or_mixed
2026-03-29,Miren-Kostanjevica,9.0,3.9,16.7,0.0,0.0,62,,24577.93,1,0,0,0,0,0,sunny
2026-03-29,Mirna,8.4,4.7,13.9,0.0,0.0,86,,25720.84,1,0,0,0,0,0,sunny
2026-03-29,Mirna Pec,8.5,4.5,13.9,0.0,0.0,90,,23160.05,1,0,0,0,0,0,sunny
2026-03-29,Mislinja,5.1,1.5,10.1,0.0,0.0,74,,35546.2,1,0,0,0,0,0,sunny
2026-03-29,Mokronog-Trebelno,7.4,3.7,12.9,0.0,0.0,86,,25720.84,1,0,0,0,0,0,sunny
2026-03-29,Moravce,7.9,4.6,13.3,0.0,0.0,64,,29272.22,1,0,0,0,0,0,sunny
2026-03-29,Moravske Toplice,8.1,5.7,11.6,0.1,0.0,95,,20658.97,0,1,0,0,0,0,rainy
2026-03-29,Mozirje,6.7,3.0,11.8,0.0,0.0,69,,38849.77,1,0,0,0,0,0,sunny
2026-03-29,Murska Sobota,8.3,6.1,11.9,0.1,0.0,96,,23260.38,1,1,0,0,0,0,rainy
2026-03-29,Muta,6.4,3.1,11.1,0.0,0.0,88,,20784.85,0,0,0,0,0,0,cloudy_or_mixed
2026-03-29,Naklo,7.3,3.8,12.3,0.0,0.0,69,,30034.12,1,0,0,0,0,0,sunny
2026-03-29,Nazarje,7.9,4.1,13.1,0.0,0.0,68,,37040.39,1,0,0,0,0,0,sunny
2026-03-29,Nova Goriška,5.5,0.4,11.6,0.0,0.0,64,,31169.14,1,0,0,0,0,0,sunny
2026-03-29,Novo Mesto,7.7,4.7,12.0,2.5,0.0,94,,20298.51,0,1,0,0,0,0,rainy
2026-03-29,Odranci,8.1,6.0,11.2,0.3,0.0,98,,26222.54,1,1,0,0,0,0,rainy
2026-03-29,Oplotnica,7.0,3.4,11.3,0.0,0.0,75,,26515.68,1,0,0,0,0,0,sunny
2026-03-29,Ormož,8.6,6.7,12.2,0.3,0.0,100,,16478.84,0,1,0,0,0,0,rainy
2026-03-29,Osilnica,6.1,2.0,11.9,0.1,0.0,100,,8127.44,0,1,0,0,0,0,rainy
2026-03-29,Pesnica,7.4,5.2,11.0,0.0,0.0,92,,16700.87,0,0,0,0,0,0,cloudy_or_mixed
2026-03-29,Piran,11.2,6.7,15.0,0.0,0.0,58,,20671.88,0,0,0,0,0,0,cloudy_or_mixed
2026-03-29,Pivka,6.7,3.7,10.6,0.0,0.0,64,,31479.78,1,0,0,0,0,0,sunny
2026-03-29,Podcetrtek,7.7,5.3,11.2,0.0,0.0,93,,21973.11,1,0,0,0,0,0,sunny
2026-03-29,Podlehnik,7.6,5.6,11.1,0.0,0.0,100,,17416.96,0,0,0,0,0,0,cloudy_or_mixed
2026-03-29,Podvelka,5.8,3.1,9.8,0.0,0.0,94,,20043.66,0,0,0,0,0,0,cloudy_or_mixed
2026-03-29,Poljčane,8.3,6.0,11.6,0.0,0.0,93,,23349.26,1,0,0,0,0,0,sunny
2026-03-29,Polzela,8.1,3.8,13.6,0.0,0.0,72,,36189.46,1,0,0,0,0,0,sunny
2026-03-29,Postojna,7.5,4.5,11.4,0.0,0.0,64,,31614.78,1,0,0,0,0,0,sunny
2026-03-29,Prebold,8.0,4.7,12.9,0.0,0.0,75,,31322.9,1,0,0,0,0,0,sunny
2026-03-29,Preddvor,-0.4,-2.9,3.2,0.0,0.0,59,,39364.11,1,0,0,0,1,0,sunny
2026-03-29,Prevalje,6.3,3.4,10.6,0.0,0.0,90,,36036.47,1,0,0,0,0,0,sunny
2026-03-29,Ptuj,7.9,5.8,11.4,0.0,0.0,100,,15563.16,0,0,0,0,0,0,cloudy_or_mixed
2026-03-29,Puconci,7.6,4.8,11.4,0.4,0.07,97,,14281.01,0,1,1,0,0,0,snowy
2026-03-29,Race-Fram,8.3,6.2,11.5,0.0,0.0,95,,22772.6,1,0,0,0,0,0,sunny
2026-03-29,Radece,8.1,5.8,12.7,0.0,0.0,84,,28245.85,1,0,0,0,0,0,sunny
2026-03-29,Radenci,8.1,6.1,11.9,0.0,0.0,98,,17620.33,0,0,0,0,0,0,cloudy_or_mixed
2026-03-29,Radlje ob Dravi,7.4,4.0,12.0,0.0,0.0,88,,20784.85,0,0,0,0,0,0,cloudy_or_mixed
2026-03-29,Radovljica,6.6,3.0,11.4,0.0,0.0,68,,39323.92,1,0,0,0,0,0,sunny
2026-03-29,Ravne na Koroškem,7.2,4.3,11.5,0.0,0.0,90,,36036.47,1,0,0,0,0,0,sunny
2026-03-29,Razkrižje,8.2,6.1,11.5,1.2,0.0,98,,23412.79,1,1,0,0,0,0,rainy
2026-03-29,Renče-Vogrsko,9.9,4.7,17.5,0.0,0.0,62,,24577.93,1,0,0,0,0,0,sunny
2026-03-29,Rečica ob Savinji,7.2,3.3,12.4,0.0,0.0,68,,37040.39,1,0,0,0,0,0,sunny
2026-03-29,Ribnica,7.3,4.9,11.8,0.0,0.0,97,,11365.01,0,0,0,0,0,0,cloudy_or_mixed
2026-03-29,Ribnica na Pohorju,2.0,-2.6,6.5,0.0,0.21,93,,30862.41,1,0,1,0,1,0,snowy
2026-03-29,Rogatec,7.9,5.8,11.1,0.0,0.0,96,,18626.08,0,0,0,0,0,0,cloudy_or_mixed
2026-03-29,Rogaška Slatina,7.9,5.5,11.4,0.0,0.0,92,,22782.33,1,0,0,0,0,0,sunny
2026-03-29,Rogašovci,7.6,5.5,11.4,0.2,0.0,96,,15568.12,0,1,0,0,0,0,rainy
2026-03-29,Ruše,4.5,2.4,8.2,0.1,0.0,96,,25149.04,1,1,0,0,0,0,rainy
2026-03-29,Selnica ob Dravi,4.5,2.4,8.1,0.1,0.0,96,,25149.04,1,1,0,0,0,0,rainy
2026-03-29,Semic,6.7,4.4,9.9,0.1,0.0,97,,16311.55,0,1,0,0,0,0,rainy
2026-03-29,Sevnica,8.7,5.7,13.6,0.0,0.0,92,,22343.43,1,0,0,0,0,0,sunny
2026-03-29,Sežana,9.0,5.0,14.3,0.0,0.0,60,,25977.64,1,0,0,0,0,0,sunny
2026-03-29,Slovenj Gradec,6.8,3.3,11.7,0.0,0.0,81,,35761.99,1,0,0,0,0,0,sunny
2026-03-29,Slovenska Bistrica,6.5,4.0,10.1,0.2,0.0,82,,26453.51,1,1,0,0,0,0,rainy
2026-03-29,Slovenske Konjice,6.8,2.6,11.9,0.0,0.0,78,,26874.71,1,0,0,0,0,0,sunny
2026-03-29,Sodražica,4.9,1.6,9.6,0.0,0.0,96,,11296.08,0,0,0,0,0,0,cloudy_or_mixed
2026-03-29,Solcava,-1.9,-4.9,2.6,0.0,0.0,76,,43041.98,1,0,0,0,1,0,sunny
2026-03-29,Središče ob Dravi,8.6,6.7,12.2,0.3,0.0,100,,16478.84,0,1,0,0,0,0,rainy
2026-03-29,Starše,8.3,6.2,11.5,0.0,0.0,95,,22772.6,1,0,0,0,0,0,sunny
2026-03-29,Straža,9.0,6.1,13.1,0.0,0.0,93,,17855.63,0,0,0,0,0,0,cloudy_or_mixed
2026-03-29,Sveta Ana,8.3,6.2,11.9,0.1,0.0,97,,16147.52,0,1,0,0,0,0,rainy
2026-03-29,Sveta Trojica v Slovenskih goricah,8.1,6.1,11.5,0.0,0.0,99,,14184.49,0,0,0,0,0,0,cloudy_or_mixed
2026-03-29,Sveti Andraž v Slovenskih Goricah,8.1,6.1,11.5,0.0,0.0,99,,14184.49,0,0,0,0,0,0,cloudy_or_mixed
2026-03-29,Sveti Jurij,8.1,6.2,11.6,0.0,0.0,98,,16070.61,0,0,0,0,0,0,cloudy_or_mixed
2026-03-29,Sveti Jurij v Slovenskih goricah,8.3,6.2,11.9,0.1,0.0,97,,16147.52,0,1,0,0,0,0,rainy
2026-03-29,Sveti Tomaž,8.2,6.2,11.9,0.0,0.0,100,,13439.06,0,0,0,0,0,0,cloudy_or_mixed
2026-03-29,Tabor,8.0,4.7,12.9,0.0,0.0,75,,31322.9,1,0,0,0,0,0,sunny
2026-03-29,Tišina,8.1,6.1,11.9,0.0,0.0,98,,17620.33,0,0,0,0,0,0,cloudy_or_mixed
2026-03-29,Tolmin,6.3,1.0,12.4,0.0,0.0,56,,31943.81,1,0,0,0,0,0,sunny
2026-03-29,Trbovlje,7.3,4.7,11.5,0.0,0.0,79,,29044.94,1,0,0,0,0,0,sunny
2026-03-29,Trebnje,8.3,4.8,13.5,0.0,0.0,87,,25655.08,1,0,0,0,0,0,sunny
2026-03-29,Trnovska vas,8.0,5.9,11.5,0.0,0.0,100,,13085.25,0,0,0,0,0,0,cloudy_or_mixed
2026-03-29,Trzin,8.0,4.1,14.1,0.0,0.0,66,,29204.43,1,0,0,0,0,0,sunny
2026-03-29,Tržič,4.1,0.7,8.9,0.0,0.0,62,,40550.55,1,0,0,0,0,0,sunny
2026-03-29,Turnišče,8.1,6.0,11.2,0.3,0.0,98,,26222.54,1,1,0,0,0,0,rainy
2026-03-29,Velenje,7.0,3.7,12.2,0.0,0.0,70,,36287.73,1,0,0,0,0,0,sunny
2026-03-29,Velika Polana,8.1,6.0,11.2,0.3,0.0,98,,26222.54,1,1,0,0,0,0,rainy
2026-03-29,Velike Lašče,7.5,3.9,12.6,0.0,0.0,90,,27060.92,1,0,0,0,0,0,sunny
2026-03-29,Veržej,8.3,6.2,11.9,0.0,0.0,98,,20473.68,0,0,0,0,0,0,cloudy_or_mixed
2026-03-29,Videm,7.6,5.6,11.1,0.0,0.0,100,,17416.96,0,0,0,0,0,0,cloudy_or_mixed
2026-03-29,Vipava,7.7,3.5,13.0,0.0,0.0,56,,29901.45,1,0,0,0,0,0,sunny
2026-03-29,Vitanje,3.6,-0.4,8.8,0.0,0.21,81,,34654.2,1,0,1,0,1,0,snowy
2026-03-29,Vodice,8.1,4.0,13.9,0.0,0.0,66,,30139.91,1,0,0,0,0,0,sunny
2026-03-29,Vojnik,6.7,1.4,12.7,0.0,0.0,70,,29730.28,1,0,0,0,0,0,sunny
2026-03-29,Vransko,8.5,4.9,13.4,0.0,0.0,67,,28342.45,1,0,0,0,0,0,sunny
2026-03-29,Vrhnika,9.5,6.6,13.9,0.0,0.0,59,,37307.81,1,0,0,0,0,0,sunny
2026-03-29,Vuzenica,6.3,2.0,11.3,0.0,0.0,89,,30759.88,1,0,0,0,0,0,sunny
2026-03-29,Zagorje ob Savi,8.9,6.1,13.6,0.0,0.0,70,,28800.0,1,0,0,0,0,0,sunny
2026-03-29,Zavrc,7.9,5.8,11.6,0.0,0.0,100,,12425.78,0,0,0,0,0,0,cloudy_or_mixed
2026-03-29,Zrece,4.4,-1.0,10.0,0.0,0.0,73,,28675.36,1,0,0,0,1,0,sunny
2026-03-29,Črenšovci,8.1,6.0,11.2,0.3,0.0,98,,26222.54,1,1,0,0,0,0,rainy
2026-03-29,Črna na Koroškem,5.7,2.5,10.3,0.0,0.0,83,,41067.77,1,0,0,0,0,0,sunny
2026-03-29,Šalovci,7.6,4.9,10.9,0.9,0.21,97,,18619.66,0,1,1,0,0,0,snowy
2026-03-29,Šempeter-Vrtojba,9.7,4.6,17.4,0.0,0.0,62,,24577.93,1,0,0,0,0,0,sunny
2026-03-29,Šentilj,7.6,5.3,11.2,0.1,0.0,94,,14102.35,0,1,0,0,0,0,rainy
2026-03-29,Šentjernej,8.0,4.9,12.4,0.0,0.0,97,,21600.0,1,0,0,0,0,0,sunny
2026-03-29,Šentjur pri Celju,7.7,3.5,12.7,0.0,0.0,83,,27322.24,1,0,0,0,0,0,sunny
2026-03-29,Šentrupert,8.4,4.7,13.9,0.0,0.0,86,,25720.84,1,0,0,0,0,0,sunny
2026-03-29,Šenčur,7.4,3.9,12.4,0.0,0.0,69,,30034.12,1,0,0,0,0,0,sunny
2026-03-29,Škocjan,8.4,4.6,13.9,0.0,0.0,92,,21211.11,0,0,0,0,0,0,cloudy_or_mixed
2026-03-29,Škofja Loka,6.6,3.2,11.2,0.0,0.0,68,,33862.6,1,0,0,0,0,0,sunny
2026-03-29,Škofljica,8.0,4.1,14.0,0.0,0.0,70,,28471.12,1,0,0,0,0,0,sunny
2026-03-29,Šmarje pri Jelšah,7.3,3.2,12.4,0.0,0.0,83,,27322.24,1,0,0,0,0,0,sunny
2026-03-29,Šmarješke Toplice,8.2,4.4,13.8,0.0,0.0,93,,21808.81,1,0,0,0,0,0,sunny
2026-03-29,Šmartno in Litiji,8.0,5.0,12.8,0.0,0.0,74,,27171.06,1,0,0,0,0,0,sunny
2026-03-29,Šmartno ob Paki,7.2,3.8,12.4,0.0,0.0,70,,36287.73,1,0,0,0,0,0,sunny
2026-03-29,Šoštanj,6.0,2.7,10.9,0.0,0.0,67,,38007.35,1,0,0,0,0,0,sunny
2026-03-29,Štore,6.5,3.0,11.6,0.0,0.0,87,,29404.46,1,0,0,0,0,0,sunny
2026-03-29,Žalec,7.6,3.7,13.1,0.0,0.0,79,,32336.19,1,0,0,0,0,0,sunny
2026-03-29,Železniki,5.5,2.2,10.1,0.0,0.0,66,,35696.16,1,0,0,0,0,0,sunny
2026-03-29,Žetale,7.6,5.6,10.9,0.0,0.0,99,,17903.64,0,0,0,0,0,0,cloudy_or_mixed
2026-03-29,Žiri,8.0,4.8,12.9,0.0,0.0,56,,37667.73,1,0,0,0,0,0,sunny
2026-03-29,Žirovnica,2.0,-1.9,7.1,0.0,0.0,58,,37918.36,1,0,0,0,1,0,sunny
2026-03-29,Žužemberk,7.7,5.1,11.9,0.0,0.0,96,,16695.72,0,0,0,0,0,0,cloudy_or_mixed
2026-03-30,Ajdovščina,7.7,2.5,12.0,0.2,0.0,70,,19781.12,0,1,0,0,0,0,rainy
2026-03-30,Ankaran,9.9,4.8,13.0,0.1,0.0,68,,22106.45,1,1,0,0,0,0,rainy
2026-03-30,Apace,7.5,3.3,12.4,0.5,0.0,96,,15512.53,0,1,0,0,0,0,rainy
2026-03-30,Beltinci,6.5,3.7,9.4,0.7,0.0,100,,7200.0,0,1,0,0,0,0,rainy
2026-03-30,Benedikt,6.8,3.0,10.9,0.5,0.0,100,,11312.47,0,1,0,0,0,0,rainy
2026-03-30,Bistrica ob Sotli,6.2,3.2,10.1,0.9,0.0,100,,8739.59,0,1,0,0,0,0,rainy
2026-03-30,Bled,4.2,0.3,8.5,0.7,1.4,64,,13261.0,0,1,1,0,0,0,snowy
2026-03-30,Bloke,2.5,-1.8,7.1,1.6,0.0,74,,16106.75,0,1,0,0,1,0,rainy
2026-03-30,Bohinj,3.1,-1.6,7.5,0.7,0.7,68,,15362.84,0,1,1,0,1,0,snowy
2026-03-30,Borovnica,5.7,1.6,9.8,1.7,0.0,70,,15599.0,0,1,0,0,0,0,rainy
2026-03-30,Bovec,1.1,-2.8,4.2,0.0,0.42,72,,11477.3,0,0,1,0,1,0,snowy
2026-03-30,Braslovce,5.3,0.2,10.4,0.3,0.0,85,,23407.27,1,1,0,0,0,0,rainy
2026-03-30,Brda,7.0,2.3,11.3,0.5,0.0,72,,13951.44,0,1,0,0,0,0,rainy
2026-03-30,Brezovica,6.0,1.9,10.0,1.7,0.0,70,,15599.0,0,1,0,0,0,0,rainy
2026-03-30,Brežice,6.6,3.3,9.5,0.6,0.0,100,,10800.0,0,1,0,0,0,0,rainy
2026-03-30,Cankova,6.6,2.9,11.7,0.3,0.0,98,,12252.24,0,1,0,0,0,0,rainy
2026-03-30,Celje,6.1,2.8,10.2,0.3,0.0,96,,24110.93,1,1,0,0,0,0,rainy
2026-03-30,Cerklje na Gorenjskem,4.3,-0.9,8.7,3.6,0.0,67,,14883.43,0,1,0,0,1,0,rainy
2026-03-30,Cerknica,2.6,-2.3,7.8,2.1,0.0,71,,17352.17,0,1,0,0,1,0,rainy
2026-03-30,Cerkno,3.9,0.2,7.1,0.7,0.0,72,,14210.36,0,1,0,0,0,0,rainy
