date,obcina,lat,lon,avg_temp_c,min_temp_c,max_temp_c,precip_mm,snowfall_cm,cloud_cover_pct,visibility_m,sunshine_duration_sec,sunny,rainy,snowy,icy,frost,fog,weather_label
2026-03-29,Ajdovščina,45.9,13.9,9.6,4.7,16.2,0.0,0.0,57,,25524.49,1,0,0,0,0,0,sunny
2026-03-29,Ankaran,45.57,13.75,12.4,9.3,15.1,0.0,0.0,57,,22139.74,1,0,0,0,0,0,sunny
2026-03-29,Apace,46.69,15.88,8.1,6.1,11.7,0.1,0.0,98,,15723.88,0,1,0,0,0,0,rainy
2026-03-29,Beltinci,46.61,16.24,8.3,6.1,11.9,0.1,0.0,96,,23260.38,1,1,0,0,0,0,rainy
2026-03-29,Benedikt,46.62,15.9,8.1,6.1,11.5,0.0,0.0,99,,14184.49,0,0,0,0,0,0,cloudy_or_mixed
2026-03-29,Bistrica ob Sotli,46.14,15.58,8.5,6.2,12.0,0.0,0.0,91,,22338.29,1,0,0,0,0,0,sunny
2026-03-29,Bled,46.35,14.08,6.4,2.9,11.3,0.0,0.0,62,,39310.11,1,0,0,0,0,0,sunny
2026-03-29,Bloke,45.78,14.51,4.9,0.6,10.1,0.0,0.0,90,,26151.73,1,0,0,0,0,0,sunny
2026-03-29,Bohinj,46.3,13.92,5.8,1.8,11.3,0.0,0.0,64,,36309.41,1,0,0,0,0,0,sunny
2026-03-29,Borovnica,45.91,14.38,8.6,5.1,13.4,0.0,0.0,65,,32816.79,1,0,0,0,0,0,sunny
2026-03-29,Bovec,46.36,13.62,2.5,0.2,6.8,0.0,0.0,74,,40514.33,1,0,0,0,0,0,sunny
2026-03-29,Braslovce,46.28,15.03,8.1,3.8,13.6,0.0,0.0,72,,36189.46,1,0,0,0,0,0,sunny
2026-03-29,Brda,46.01,13.54,9.5,5.2,15.9,0.0,0.0,67,,23468.3,1,0,0,0,0,0,sunny
2026-03-29,Brezovica,45.95,14.42,8.8,5.3,13.7,0.0,0.0,65,,32816.79,1,0,0,0,0,0,sunny
2026-03-29,Brežice,45.91,15.61,8.4,5.4,12.5,0.0,0.0,97,,23289.22,1,0,0,0,0,0,sunny
2026-03-29,Cankova,46.74,16.01,7.6,5.5,11.4,0.2,0.0,96,,15568.12,0,1,0,0,0,0,rainy
2026-03-29,Celje,46.25,15.27,7.6,2.8,13.7,0.0,0.0,74,,33933.86,1,0,0,0,0,0,sunny
2026-03-29,Cerklje na Gorenjskem,46.25,14.5,7.2,3.1,12.8,0.0,0.0,64,,31556.65,1,0,0,0,0,0,sunny
2026-03-29,Cerknica,45.8,14.38,5.6,1.4,10.1,0.0,0.0,75,,28943.0,1,0,0,0,0,0,sunny
2026-03-29,Cerkno,46.13,13.97,6.9,3.6,11.8,0.0,0.0,53,,33452.92,1,0,0,0,0,0,sunny
2026-03-29,Cerkvenjak,46.56,15.95,8.1,6.1,11.5,0.0,0.0,99,,14184.49,0,0,0,0,0,0,cloudy_or_mixed
2026-03-29,Cirkulane,46.33,16.01,7.9,5.8,11.6,0.0,0.0,100,,12425.78,0,0,0,0,0,0,cloudy_or_mixed
2026-03-29,Crnomelj,45.52,15.2,7.6,4.0,11.3,0.1,0.0,100,,585.0,0,1,0,0,0,0,rainy
2026-03-29,Destrnik,46.48,15.89,8.0,5.9,11.5,0.0,0.0,100,,13085.25,0,0,0,0,0,0,cloudy_or_mixed
2026-03-29,Divaca,45.68,14.02,7.9,4.8,12.2,0.0,0.0,61,,32176.41,1,0,0,0,0,0,sunny
2026-03-29,Dobje,46.13,15.4,6.8,3.8,11.4,0.1,0.0,95,,23599.76,1,1,0,0,0,0,rainy
2026-03-29,Dobrepolje,45.83,14.73,7.5,4.7,12.2,0.0,0.0,97,,18397.49,0,0,0,0,0,0,cloudy_or_mixed
2026-03-29,Dobrna,46.36,15.23,4.3,0.3,9.5,0.0,0.21,81,,34654.2,1,0,1,0,0,0,snowy
2026-03-29,Dobrova-Polhov Gradec,46.06,14.31,8.7,5.4,13.0,0.0,0.0,63,,32861.12,1,0,0,0,0,0,sunny
2026-03-29,Dobrovnik,46.65,16.35,8.2,5.9,11.2,0.4,0.0,94,,28451.66,1,1,0,0,0,0,rainy
2026-03-29,Dol pri Ljubljani,46.1,14.67,8.3,4.4,14.4,0.0,0.0,66,,29204.43,1,0,0,0,0,0,sunny
2026-03-29,Dolenjske Toplice,45.72,15.04,6.6,4.0,9.9,0.0,0.0,95,,16578.38,0,0,0,0,0,0,cloudy_or_mixed
2026-03-29,Domžale,46.15,14.63,7.6,3.7,13.8,0.0,0.0,62,,30738.9,1,0,0,0,0,0,sunny
2026-03-29,Dornava,46.45,16.0,8.1,6.1,11.7,0.0,0.0,100,,13330.17,0,0,0,0,0,0,cloudy_or_mixed
2026-03-29,Dravograd,46.6,15.04,6.8,3.0,11.9,0.0,0.0,92,,32266.86,1,0,0,0,0,0,sunny
2026-03-29,Duplek,46.51,15.77,8.3,6.2,11.6,0.0,0.0,95,,21188.45,0,0,0,0,0,0,cloudy_or_mixed
2026-03-29,Gorenja vas-Poljane,46.12,14.13,6.5,3.7,10.9,0.0,0.0,55,,36859.88,1,0,0,0,0,0,sunny
2026-03-29,Gorišnica,46.4,16.02,8.1,6.1,11.7,0.0,0.0,100,,13330.17,0,0,0,0,0,0,cloudy_or_mixed
2026-03-29,Gorje,46.39,13.98,-1.2,-4.2,3.4,0.0,0.0,60,,41208.07,1,0,0,0,1,0,sunny
2026-03-29,Gornja Radgona,46.64,15.97,8.1,6.2,11.6,0.0,0.0,97,,16683.82,0,0,0,0,0,0,cloudy_or_mixed
2026-03-29,Gornji Grad,46.29,14.79,7.2,3.9,12.4,0.0,0.0,64,,29995.21,1,0,0,0,0,0,sunny
2026-03-29,Gornji Petrovci,46.81,16.2,7.3,4.9,10.9,0.3,0.14,97,,14157.36,0,1,1,0,0,0,snowy
2026-03-29,Grad,46.8,16.09,7.6,4.8,11.4,0.4,0.07,97,,14281.01,0,1,1,0,0,0,snowy
2026-03-29,Grosuplje,45.94,14.67,8.5,4.9,14.0,0.0,0.0,84,,27671.14,1,0,0,0,0,0,sunny
2026-03-29,Hajdina,46.42,15.83,7.9,5.8,11.4,0.0,0.0,100,,15563.16,0,0,0,0,0,0,cloudy_or_mixed
2026-03-29,Hoce-Slivnica,46.49,15.63,7.7,5.6,11.1,0.1,0.0,93,,24916.27,1,1,0,0,0,0,rainy
2026-03-29,Hodoš,46.82,16.31,7.2,4.6,10.4,0.5,0.0,97,,18729.89,0,1,0,0,0,0,rainy
2026-03-29,Horjul,46.02,14.29,9.0,6.2,13.4,0.0,0.0,58,,36223.61,1,0,0,0,0,0,sunny
2026-03-29,Hrastnik,46.13,15.12,7.2,4.8,11.2,0.0,0.0,87,,29201.37,1,0,0,0,0,0,sunny
2026-03-29,Hrpelje-Kozina,45.57,14.0,7.8,4.5,12.4,0.0,0.0,57,,36560.49,1,0,0,0,0,0,sunny
2026-03-29,Idrija,45.99,14.0,5.6,1.8,10.6,0.0,0.0,56,,35534.32,1,0,0,0,0,0,sunny
2026-03-29,Ig,45.93,14.52,7.3,3.4,12.9,0.0,0.0,75,,29161.0,1,0,0,0,0,0,sunny
2026-03-29,Ilirska Bistrica,45.56,14.28,5.1,0.1,10.4,0.0,0.0,62,,36277.82,1,0,0,0,0,0,sunny
2026-03-29,Ivancna Gorica,45.92,14.81,8.3,5.2,13.2,0.0,0.0,87,,26726.52,1,0,0,0,0,0,sunny
2026-03-29,Izola,45.52,13.65,12.0,8.9,14.6,0.0,0.0,57,,22139.74,1,0,0,0,0,0,sunny
2026-03-29,Jesenice,46.45,14.07,2.7,-1.1,7.8,0.0,0.0,58,,37918.36,1,0,0,0,1,0,sunny
2026-03-29,Jezersko,46.38,14.48,3.8,0.2,8.6,0.0,0.0,60,,36604.98,1,0,0,0,0,0,sunny
2026-03-29,Juršinci,46.49,15.98,8.2,6.2,11.9,0.0,0.0,100,,13439.06,0,0,0,0,0,0,cloudy_or_mixed
2026-03-29,Kamnik,46.26,14.68,4.6,1.3,9.4,0.0,0.0,63,,37609.26,1,0,0,0,0,0,sunny
2026-03-29,Kanal,46.09,13.65,8.7,3.2,14.8,0.0,0.0,62,,25860.39,1,0,0,0,0,0,sunny
2026-03-29,Kidricevo,46.39,15.76,8.3,6.2,11.5,0.0,0.0,95,,22772.6,1,0,0,0,0,0,sunny
2026-03-29,Kobarid,46.25,13.55,7.7,4.1,12.6,0.0,0.0,75,,34933.78,1,0,0,0,0,0,sunny
2026-03-29,Kobilje,46.68,16.38,8.2,5.9,11.2,0.4,0.0,94,,28451.66,1,1,0,0,0,0,rainy
2026-03-29,Kocevje,45.61,14.91,5.7,1.5,10.6,0.0,0.0,98,,8667.26,0,0,0,0,0,0,cloudy_or_mixed
2026-03-29,Komen,45.82,13.74,9.4,4.6,16.1,0.0,0.0,57,,25524.49,1,0,0,0,0,0,sunny
2026-03-29,Komenda,46.21,14.54,7.2,3.1,12.8,0.0,0.0,64,,31556.65,1,0,0,0,0,0,sunny
2026-03-29,Koper,45.51,13.83,10.0,5.5,14.6,0.0,0.0,52,,28905.34,1,0,0,0,0,0,sunny
2026-03-29,Kostanjevica,45.84,15.43,8.8,5.2,13.5,0.0,0.0,97,,22101.05,1,0,0,0,0,0,sunny
2026-03-29,Kostel,45.5,14.87,2.9,-0.7,7.7,0.1,0.0,100,,12948.95,0,1,0,0,1,0,rainy
2026-03-29,Kozje,46.07,15.56,7.7,5.3,11.2,0.0,0.0,93,,21973.11,1,0,0,0,0,0,sunny
2026-03-29,Kranj,46.26,14.33,7.4,3.9,12.4,0.0,0.0,69,,30034.12,1,0,0,0,0,0,sunny
2026-03-29,Kranjska Gora,46.46,13.84,-0.8,-5.3,4.1,0.0,0.0,50,,42408.84,1,0,0,0,1,0,sunny
2026-03-29,Križevci,46.57,16.13,8.1,6.2,11.6,0.0,0.0,98,,16070.61,0,0,0,0,0,0,cloudy_or_mixed
2026-03-29,Krško,45.95,15.47,8.2,4.6,13.1,0.0,0.0,96,,20711.47,0,0,0,0,0,0,cloudy_or_mixed
2026-03-29,Kungota,46.64,15.6,7.4,5.2,11.0,0.0,0.0,92,,16700.87,0,0,0,0,0,0,cloudy_or_mixed
2026-03-29,Kuzma,46.84,16.09,7.2,5.2,11.1,0.1,0.07,96,,15435.76,0,1,1,0,0,0,snowy
2026-03-29,Laško,46.13,15.26,7.1,4.3,11.8,0.0,0.0,90,,26719.58,1,0,0,0,0,0,sunny
2026-03-29,Lenart,46.56,15.82,8.3,6.1,11.8,0.0,0.0,95,,17408.1,0,0,0,0,0,0,cloudy_or_mixed
2026-03-29,Lendava,46.56,16.42,7.8,5.5,10.4,1.0,0.0,97,,28265.38,1,1,0,0,0,0,rainy
2026-03-29,Litija,46.06,14.93,7.5,4.8,11.9,0.0,0.0,72,,28800.0,1,0,0,0,0,0,sunny
2026-03-29,Ljubljana,46.05,14.56,8.0,4.1,14.1,0.0,0.0,66,,29204.43,1,0,0,0,0,0,sunny
2026-03-29,Ljubno,46.38,14.85,4.6,1.6,9.1,0.0,0.0,73,,41940.1,1,0,0,0,0,0,sunny
2026-03-29,Ljutomer,46.52,16.17,8.4,6.4,11.9,0.4,0.0,99,,18207.12,0,1,0,0,0,0,rainy
2026-03-29,Log-Dragomer,46.01,14.37,8.9,5.4,14.0,0.0,0.0,63,,31453.49,1,0,0,0,0,0,sunny
2026-03-29,Logatec,45.93,14.19,6.8,3.5,11.8,0.0,0.0,58,,37167.91,1,0,0,0,0,0,sunny
2026-03-29,Lovrenc na Pohorju,46.53,15.39,5.1,2.0,9.3,0.0,0.07,94,,26128.36,1,0,1,0,0,0,snowy
2026-03-29,Loška dolina,45.67,14.48,4.3,0.2,9.0,0.0,0.0,88,,20146.33,0,0,0,0,0,0,cloudy_or_mixed
2026-03-29,Loški Potok,45.65,14.64,3.8,0.4,8.0,0.1,0.0,95,,12264.52,0,1,0,0,0,0,rainy
2026-03-29,Luce,46.36,14.73,4.4,1.1,9.4,0.0,0.0,66,,38164.2,1,0,0,0,0,0,sunny
2026-03-29,Lukovica,46.18,14.77,5.9,2.6,11.0,0.0,0.0,64,,29995.21,1,0,0,0,0,0,sunny
2026-03-29,Majšperk,46.32,15.75,7.3,5.3,10.6,0.0,0.0,99,,17903.64,0,0,0,0,0,0,cloudy_or_mixed
2026-03-29,Makole,46.31,15.68,7.5,5.2,10.8,0.0,0.0,93,,23349.26,1,0,0,0,0,0,sunny
2026-03-29,Maribor,46.57,15.63,7.9,5.8,11.4,0.0,0.0,93,,22697.01,1,0,0,0,0,0,sunny
2026-03-29,Markovci,46.39,15.96,7.9,5.8,11.6,0.0,0.0,100,,12425.78,0,0,0,0,0,0,cloudy_or_mixed
2026-03-29,Medvode,46.13,14.4,7.7,4.1,12.4,0.0,0.0,67,,29840.47,1,0,0,0,0,0,sunny
2026-03-29,Mengeš,46.16,14.56,7.6,3.7,13.8,0.0,0.0,62,,30738.9,1,0,0,0,0,0,sunny
2026-03-29,Metlika,45.65,15.29,8.0,4.7,12.2,0.0,0.0,98,,17333.5,0,0,0,0,0,0,cloudy_or_mixed
2026-03-29,Mežica,46.53,14.85,6.6,3.7,10.9,0.0,0.0,90,,36036.47,1,0,0,0,0,0,sunny
2026-03-29,Miklavž na Dravskem polju,46.49,15.71,8.3,6.2,11.6,0.0,0.0,95,,21188.45,0,0,0,0,0,0,cloudy_or_mixed
2026-03-29,Miren-Kostanjevica,45.86,13.63,9.0,3.9,16.7,0.0,0.0,62,,24577.93,1,0,0,0,0,0,sunny
2026-03-29,Mirna,45.94,15.05,8.4,4.7,13.9,0.0,0.0,86,,25720.84,1,0,0,0,0,0,sunny
2026-03-29,Mirna Pec,45.85,15.09,8.5,4.5,13.9,0.0,0.0,90,,23160.05,1,0,0,0,0,0,sunny
